fold_no;output_lats;output_lons;input_lats;input_lons;radius_basis_func;number_basis_func;standardization;rm_annual_cycle;rm_tercile_edges;batch_size;epochs;features;accuracy;loss;RPSS_year1;RPSS_year2;min_percentage;max_percentage;history
5;slice(63, 52, None);slice(67, 78, None);slice(69, 46, None);slice(61, 85, None);8;16;True;True;True;32;10;['lower_t2m', 'upper_t2m'];0.42054834961891174;1.0780231952667236;0.0326191854112398;-0.012241450667493506;0.11775365471839905;0.6478873491287231;{'loss': [1.0962084531784058, 1.0913281440734863, 1.0893884897232056, 1.0823960304260254, 1.0884854793548584], 'accuracy': [0.3824685513973236, 0.38761135935783386, 0.39337655901908875, 0.3993055522441864, 0.3948342502117157], 'val_loss': [1.0823001861572266, 1.0813864469528198, 1.080180048942566, 1.0786504745483398, 1.0780231952667236], 'val_accuracy': [0.4066922068595886, 0.4106721580028534, 0.4145047068595886, 0.41715800762176514, 0.42054834961891174]}
6;slice(63, 52, None);slice(67, 78, None);slice(69, 46, None);slice(61, 85, None);8;16;True;True;True;32;5;['lower_t2m', 'upper_t2m'];0.3888561427593231;1.0918303728103638;-0.018335721292112882;0.0007220157539315031;0.041202932596206665;0.8686173558235168;{'loss': [1.1093475818634033, 1.1067057847976685, 1.1029924154281616, 1.102277398109436, 1.0960863828659058], 'accuracy': [0.352348655462265, 0.3581957519054413, 0.3621920943260193, 0.3748198449611664, 0.36903825402259827], 'val_loss': [1.102052092552185, 1.0988870859146118, 1.0958030223846436, 1.0936639308929443, 1.0918303728103638], 'val_accuracy': [0.3434551954269409, 0.35583725571632385, 0.36998820304870605, 0.3832547068595886, 0.3888561427593231]}
6;slice(63, 52, None);slice(67, 78, None);slice(69, 46, None);slice(61, 85, None);8;16;True;True;True;32;10;['lower_t2m', 'upper_t2m'];0.403744101524353;1.0834962129592896;-0.016857197913100114;0.014113114634638761;0.05509916692972183;0.8403137922286987;{'loss': [1.096114158630371, 1.0901048183441162, 1.088899850845337, 1.0898103713989258, 1.0903791189193726], 'accuracy': [0.3828943967819214, 0.3954566419124603, 0.393130898475647, 0.39250850677490234, 0.39560404419898987], 'val_loss': [1.090039849281311, 1.0883419513702393, 1.086681604385376, 1.084768533706665, 1.083496332168579], 'val_accuracy': [0.3923938572406769, 0.39637380838394165, 0.4003537595272064, 0.4025648534297943, 0.403744101524353]}
7;slice(63, 52, None);slice(67, 78, None);slice(69, 46, None);slice(61, 85, None);8;16;True;True;True;32;5;['lower_t2m', 'upper_t2m'];0.3388856053352356;1.1025729179382324;-0.007664859936156565;-0.00436725607349283;0.14014674723148346;0.6051421165466309;{'loss': [1.141639232635498, 1.1305396556854248, 1.1199065446853638, 1.1134995222091675, 1.107425570487976], 'accuracy': [0.3224744498729706, 0.3262251019477844, 0.3398028016090393, 0.34129324555397034, 0.3475334048271179], 'val_loss': [1.1189160346984863, 1.111948847770691, 1.1077545881271362, 1.1051266193389893, 1.1025729179382324], 'val_accuracy': [0.31633254885673523, 0.3229658007621765, 0.3248820900917053, 0.330630898475647, 0.3388856053352356]}
7;slice(63, 52, None);slice(67, 78, None);slice(69, 46, None);slice(61, 85, None);8;16;True;True;True;32;10;['lower_t2m', 'upper_t2m'];0.3518573045730591;1.0947425365447998;-0.0005993723650942204;0.004352623195648827;0.1590619534254074;0.5544600486755371;{'loss': [1.1092458963394165, 1.1044871807098389, 1.1006791591644287, 1.0994895696640015, 1.098305344581604], 'accuracy': [0.3485816419124603, 0.3548054099082947, 0.362667053937912, 0.3615041971206665, 0.36625394225120544], 'val_loss': [1.101029872894287, 1.0994596481323242, 1.0979076623916626, 1.0961743593215942, 1.0947426557540894], 'val_accuracy': [0.3391804099082947, 0.3430129587650299, 0.346255898475647, 0.3466981053352356, 0.3518573045730591]}
8;slice(63, 52, None);slice(67, 78, None);slice(69, 46, None);slice(61, 85, None);8;16;True;True;True;32;5;['lower_t2m', 'upper_t2m'];0.3627653419971466;1.0963857173919678;0.011485540477453784;-0.03441164520725169;0.14957492053508759;0.664881706237793;{'loss': [1.121564269065857, 1.1170074939727783, 1.1103872060775757, 1.1088650226593018, 1.110137701034546], 'accuracy': [0.331417053937912, 0.33990105986595154, 0.34823769330978394, 0.3600301444530487, 0.3542649447917938], 'val_loss': [1.1053961515426636, 1.1024048328399658, 1.100508451461792, 1.0981186628341675, 1.0963854789733887], 'val_accuracy': [0.3307783007621765, 0.3400648534297943, 0.346255898475647, 0.3545106053352356, 0.3627653419971466]}
8;slice(63, 52, None);slice(67, 78, None);slice(69, 46, None);slice(61, 85, None);8;16;True;True;True;32;10;['lower_t2m', 'upper_t2m'];0.3979952931404114;1.0912144184112549;0.01910529054579623;-0.03341554408946462;0.1446959227323532;0.6931434273719788;{'loss': [1.1076151132583618, 1.1020103693008423, 1.0976765155792236, 1.0983113050460815, 1.0935558080673218], 'accuracy': [0.3485652506351471, 0.36156970262527466, 0.37172430753707886, 0.37146225571632385, 0.3828943967819214], 'val_loss': [1.0948153734207153, 1.093381643295288, 1.0924471616744995, 1.091848373413086, 1.0912142992019653], 'val_accuracy': [0.3717570900917053, 0.3810436427593231, 0.388119101524353, 0.3909198045730591, 0.3979952931404114]}
9;slice(63, 52, None);slice(67, 78, None);slice(69, 46, None);slice(61, 85, None);8;16;True;True;True;32;5;['lower_t2m', 'upper_t2m'];0.3635023534297943;1.0946452617645264;-0.02219778357511676;-0.01723627046184757;0.1402462124824524;0.5830281376838684;{'loss': [1.1299692392349243, 1.1230725049972534, 1.1160331964492798, 1.1168851852416992, 1.1084293127059937], 'accuracy': [0.3385908007621765, 0.33156445622444153, 0.3421449065208435, 0.3390985429286957, 0.3523977994918823], 'val_loss': [1.1128267049789429, 1.1060289144515991, 1.101171851158142, 1.0980883836746216, 1.0946452617645264], 'val_accuracy': [0.34463444352149963, 0.3464033007621765, 0.3508254587650299, 0.35539504885673523, 0.3635023534297943]}
9;slice(63, 52, None);slice(67, 78, None);slice(69, 46, None);slice(61, 85, None);8;16;True;True;True;32;10;['lower_t2m', 'upper_t2m'];0.4114091992378235;1.0818217992782593;-0.0017576561616142287;-0.0058793255507404935;0.15186665952205658;0.5537533760070801;{'loss': [1.112085223197937, 1.1079137325286865, 1.1095819473266602, 1.1039478778839111, 1.0979654788970947], 'accuracy': [0.346517950296402, 0.3493514060974121, 0.35044875741004944, 0.3592931032180786, 0.3646324574947357], 'val_loss': [1.0921374559402466, 1.0897265672683716, 1.0874404907226562, 1.0843452215194702, 1.0818217992782593], 'val_accuracy': [0.36880895495414734, 0.37662145495414734, 0.3850235939025879, 0.3991745412349701, 0.4114091992378235]}
0;slice(63, 52, None);slice(67, 78, None);slice(81, 34, None);slice(49, 97, None);8;16;True;True;True;32;5;['lower_t2m', 'upper_t2m'];0.38929834961891174;1.082769751548767;0.02398608407092745;-0.04793203834580419;0.11386436223983765;0.615588366985321;{'loss': [1.1105458736419678, 1.0965518951416016, 1.087815761566162, 1.0844007730484009, 1.0779694318771362], 'accuracy': [0.34034329652786255, 0.3683667480945587, 0.39021554589271545, 0.3992564082145691, 0.4132435917854309], 'val_loss': [1.0902149677276611, 1.0853734016418457, 1.0834299325942993, 1.082833170890808, 1.082769751548767], 'val_accuracy': [0.3825176954269409, 0.39711084961891174, 0.390625, 0.3879716992378235, 0.38929834961891174]}
0;slice(63, 52, None);slice(67, 78, None);slice(81, 34, None);slice(49, 97, None);8;16;True;True;True;32;10;['lower_t2m', 'upper_t2m'];0.39681604504585266;1.0864429473876953;0.023259105896924117;-0.07419704486346289;0.09772364795207977;0.6770615577697754;{'loss': [1.0783026218414307, 1.0732086896896362, 1.0738118886947632, 1.0691776275634766, 1.0690057277679443], 'accuracy': [0.4155365526676178, 0.42136725783348083, 0.41891050338745117, 0.4267885088920593, 0.4299167990684509], 'val_loss': [1.0835546255111694, 1.084212303161621, 1.0853193998336792, 1.0858879089355469, 1.0864427089691162], 'val_accuracy': [0.3935731053352356, 0.3940153419971466, 0.3996167480945587, 0.39755305647850037, 0.39681604504585266]}
1;slice(63, 52, None);slice(67, 78, None);slice(81, 34, None);slice(49, 97, None);8;16;True;True;True;32;5;['lower_t2m', 'upper_t2m'];0.4147995412349701;1.083958625793457;0.010847993396221223;-0.02176510254744013;0.15517975389957428;0.6207585334777832;{'loss': [1.1064841747283936, 1.0984245538711548, 1.0899595022201538, 1.0877437591552734, 1.0861080884933472], 'accuracy': [0.3399829566478729, 0.3620119094848633, 0.3772602081298828, 0.3842865526676178, 0.3931964039802551], 'val_loss': [1.1058456897735596, 1.0956730842590332, 1.0901833772659302, 1.0877801179885864, 1.0839587450027466], 'val_accuracy': [0.34389740228652954, 0.3708726465702057, 0.3932783007621765, 0.4003537595272064, 0.4147995412349701]}
1;slice(63, 52, None);slice(67, 78, None);slice(81, 34, None);slice(49, 97, None);8;16;True;True;True;32;10;['lower_t2m', 'upper_t2m'];0.4201061427593231;1.082378625869751;0.012661286166772347;-0.019184101343251356;0.11211654543876648;0.708331823348999;{'loss': [1.0817128419876099, 1.0803247690200806, 1.076071858406067, 1.0764020681381226, 1.0737147331237793], 'accuracy': [0.40071409940719604, 0.4006485939025879, 0.41335824131965637, 0.4162244498729706, 0.41194969415664673], 'val_loss': [1.082798957824707, 1.0826979875564575, 1.0817904472351074, 1.081789493560791, 1.082378625869751], 'val_accuracy': [0.41642099618911743, 0.41686320304870605, 0.4199587404727936, 0.4199587404727936, 0.4201061427593231]}
2;slice(63, 52, None);slice(67, 78, None);slice(81, 34, None);slice(49, 97, None);8;16;True;True;True;32;5;['lower_t2m', 'upper_t2m'];0.3668926954269409;1.0968623161315918;-0.01592159598651459;-0.024707829259185434;0.153940811753273;0.6478811502456665;{'loss': [1.1071596145629883, 1.0920003652572632, 1.0860815048217773, 1.0782501697540283, 1.076882004737854], 'accuracy': [0.3405889570713043, 0.38032299280166626, 0.39345845580101013, 0.4153236448764801, 0.41443920135498047], 'val_loss': [1.1022322177886963, 1.0985809564590454, 1.0977164506912231, 1.0971224308013916, 1.0968623161315918], 'val_accuracy': [0.3266509473323822, 0.3452240526676178, 0.3583431541919708, 0.3667452931404114, 0.3668926954269409]}
2;slice(63, 52, None);slice(67, 78, None);slice(81, 34, None);slice(49, 97, None);8;16;True;True;True;32;10;['lower_t2m', 'upper_t2m'];0.36586084961891174;1.1004493236541748;-0.02412696632233137;-0.027591814588321918;0.1265413612127304;0.7094631195068359;{'loss': [1.073235273361206, 1.0675323009490967, 1.063968539237976, 1.0643202066421509, 1.0657273530960083], 'accuracy': [0.42249739170074463, 0.43214425444602966, 0.43812239170074463, 0.4354526996612549, 0.4372870922088623], 'val_loss': [1.0982321500778198, 1.098949909210205, 1.0995829105377197, 1.0989041328430176, 1.1004492044448853], 'val_accuracy': [0.36247050762176514, 0.3620283007621765, 0.3611438572406769, 0.3649764060974121, 0.36586084961891174]}
3;slice(63, 52, None);slice(67, 78, None);slice(81, 34, None);slice(49, 97, None);8;16;True;True;True;32;5;['lower_t2m', 'upper_t2m'];0.40492334961891174;1.0899368524551392;-0.009962101252020987;-0.004194221200829548;0.1973559707403183;0.5758911371231079;{'loss': [1.1080554723739624, 1.0985125303268433, 1.0921436548233032, 1.0923430919647217, 1.0867443084716797], 'accuracy': [0.33452895283699036, 0.3645341992378235, 0.38343489170074463, 0.3892000913619995, 0.40995150804519653], 'val_loss': [1.106906771659851, 1.1007376909255981, 1.0965391397476196, 1.0926162004470825, 1.0899368524551392], 'val_accuracy': [0.3079304099082947, 0.3433077931404114, 0.37809550762176514, 0.3957841992378235, 0.40492334961891174]}
3;slice(63, 52, None);slice(67, 78, None);slice(81, 34, None);slice(49, 97, None);8;16;True;True;True;32;10;['lower_t2m', 'upper_t2m'];0.4066922068595886;1.0802284479141235;-0.024707490217327252;0.013720152681209727;0.08156810700893402;0.7488131523132324;{'loss': [1.0844364166259766, 1.079775094985962, 1.0746455192565918, 1.0765718221664429, 1.0703898668289185], 'accuracy': [0.4136366546154022, 0.42428264021873474, 0.42901599407196045, 0.42914700508117676, 0.4305227994918823], 'val_loss': [1.0875575542449951, 1.0855059623718262, 1.0839474201202393, 1.0817424058914185, 1.0802284479141235], 'val_accuracy': [0.41008254885673523, 0.41052475571632385, 0.4114091992378235, 0.40860849618911743, 0.4066922068595886]}
4;slice(63, 52, None);slice(67, 78, None);slice(81, 34, None);slice(49, 97, None);8;16;True;True;True;32;5;['lower_t2m', 'upper_t2m'];0.4069870412349701;1.0887922048568726;0.010780337806465187;-0.023238005681150482;0.16503842175006866;0.5640295743942261;{'loss': [1.1184993982315063, 1.103947639465332, 1.0990488529205322, 1.0961894989013672, 1.0950523614883423], 'accuracy': [0.3257828950881958, 0.3460921049118042, 0.3588017523288727, 0.36613929271698, 0.36638495326042175], 'val_loss': [1.1039434671401978, 1.0988476276397705, 1.0960118770599365, 1.091860055923462, 1.088792085647583], 'val_accuracy': [0.32871460914611816, 0.35922759771347046, 0.3760318458080292, 0.3954893946647644, 0.4069870412349701]}
4;slice(63, 52, None);slice(67, 78, None);slice(81, 34, None);slice(49, 97, None);8;16;True;True;True;32;10;['lower_t2m', 'upper_t2m'];0.4431014060974121;1.0763009786605835;0.019404820834467484;-0.008030678718510318;0.16434916853904724;0.643403172492981;{'loss': [1.0907480716705322, 1.088135004043579, 1.0874123573303223, 1.082892656326294, 1.0851044654846191], 'accuracy': [0.3801591992378235, 0.3919188976287842, 0.3957023024559021, 0.40236830711364746, 0.3967013955116272], 'val_loss': [1.0868288278579712, 1.0842881202697754, 1.0814988613128662, 1.0781712532043457, 1.0763009786605835], 'val_accuracy': [0.41538915038108826, 0.421875, 0.43204599618911743, 0.43912145495414734, 0.4431014060974121]}
5;slice(63, 52, None);slice(67, 78, None);slice(81, 34, None);slice(49, 97, None);8;16;True;True;True;32;5;['lower_t2m', 'upper_t2m'];0.4099351465702057;1.0804877281188965;0.015927396151952558;-0.030287209372879282;0.12404655665159225;0.7513534426689148;{'loss': [1.1248130798339844, 1.1109611988067627, 1.1072633266448975, 1.1021842956542969, 1.0961568355560303], 'accuracy': [0.33418500423431396, 0.35449424386024475, 0.35926035046577454, 0.36877620220184326, 0.3784722089767456], 'val_loss': [1.1059658527374268, 1.0954484939575195, 1.08939790725708, 1.0846176147460938, 1.0804877281188965], 'val_accuracy': [0.34994104504585266, 0.37588444352149963, 0.39047759771347046, 0.3951945900917053, 0.4099351465702057]}
5;slice(63, 52, None);slice(67, 78, None);slice(81, 34, None);slice(49, 97, None);8;16;True;True;True;32;10;['lower_t2m', 'upper_t2m'];0.43248820304870605;1.064817190170288;0.04010760534049932;-0.019184920639921894;0.07074335217475891;0.8476223945617676;{'loss': [1.088912844657898, 1.0875580310821533, 1.0856413841247559, 1.0833239555358887, 1.0834368467330933], 'accuracy': [0.39139479398727417, 0.3984702527523041, 0.3997805416584015, 0.4110652506351471, 0.4037277400493622], 'val_loss': [1.076216697692871, 1.0733642578125, 1.0679677724838257, 1.0665159225463867, 1.064817190170288], 'val_accuracy': [0.41951650381088257, 0.42320165038108826, 0.4342570900917053, 0.4333726465702057, 0.43248820304870605]}
6;slice(63, 52, None);slice(67, 78, None);slice(81, 34, None);slice(49, 97, None);8;16;True;True;True;32;5;['lower_t2m', 'upper_t2m'];0.4264445900917053;1.073348045349121;-0.01171297113405479;0.02106805466761463;0.1449756622314453;0.6545217037200928;{'loss': [1.098868727684021, 1.09034264087677, 1.0838862657546997, 1.0824321508407593, 1.0774571895599365], 'accuracy': [0.34941694140434265, 0.3786032497882843, 0.39694705605506897, 0.402253657579422, 0.4136694073677063], 'val_loss': [1.0886424779891968, 1.08241605758667, 1.0789109468460083, 1.0765098333358765, 1.073348045349121], 'val_accuracy': [0.4028596580028534, 0.4106721580028534, 0.4199587404727936, 0.419369101524353, 0.4264445900917053]}
6;slice(63, 52, None);slice(67, 78, None);slice(81, 34, None);slice(49, 97, None);8;16;True;True;True;32;10;['lower_t2m', 'upper_t2m'];0.4512087404727936;1.0625146627426147;-0.005867075514206727;0.021810754085468252;0.10207659751176834;0.7287775278091431;{'loss': [1.0704089403152466, 1.0711474418640137, 1.0677423477172852, 1.070259690284729, 1.067640781402588], 'accuracy': [0.43080124258995056, 0.43045729398727417, 0.4354526996612549, 0.4283444583415985, 0.4362061023712158], 'val_loss': [1.070389986038208, 1.0680654048919678, 1.0664846897125244, 1.0639560222625732, 1.0625146627426147], 'val_accuracy': [0.4372051954269409, 0.4397110939025879, 0.44221699237823486, 0.44929245114326477, 0.4512087404727936]}
7;slice(63, 52, None);slice(67, 78, None);slice(81, 34, None);slice(49, 97, None);8;16;True;True;True;32;5;['lower_t2m', 'upper_t2m'];0.36998820304870605;1.0948342084884644;-0.012461792069513544;-0.0018732173301639718;0.18612736463546753;0.5734224915504456;{'loss': [1.1118650436401367, 1.1018643379211426, 1.0908863544464111, 1.0811262130737305, 1.078198790550232], 'accuracy': [0.31811779737472534, 0.3545433580875397, 0.38179704546928406, 0.4116712510585785, 0.4103773534297943], 'val_loss': [1.1096116304397583, 1.1039079427719116, 1.0993176698684692, 1.0956003665924072, 1.0948342084884644], 'val_accuracy': [0.32045990228652954, 0.34212854504585266, 0.36512380838394165, 0.37706369161605835, 0.36998820304870605]}
7;slice(63, 52, None);slice(67, 78, None);slice(81, 34, None);slice(49, 97, None);8;16;True;True;True;32;10;['lower_t2m', 'upper_t2m'];0.3847287595272064;1.0905647277832031;-0.009458619864895008;-0.00414394771256142;0.14100052416324615;0.6702478528022766;{'loss': [1.0794713497161865, 1.0772442817687988, 1.0713077783584595, 1.0700063705444336, 1.068259835243225], 'accuracy': [0.4111471474170685, 0.41334185004234314, 0.4230378568172455, 0.4219241440296173, 0.42957285046577454], 'val_loss': [1.093782663345337, 1.0920519828796387, 1.0916757583618164, 1.092360496520996, 1.0905646085739136], 'val_accuracy': [0.3720518946647644, 0.3783903419971466, 0.37853774428367615, 0.3769162595272064, 0.3847287595272064]}
8;slice(63, 52, None);slice(67, 78, None);slice(81, 34, None);slice(49, 97, None);8;16;True;True;True;32;5;['lower_t2m', 'upper_t2m'];0.41244104504585266;1.0852203369140625;0.020755724782276178;-0.06558557040265561;0.13025566935539246;0.734407901763916;{'loss': [1.1030901670455933, 1.0946141481399536, 1.089089035987854, 1.0902639627456665, 1.0869594812393188], 'accuracy': [0.34863075613975525, 0.37758779525756836, 0.38343489170074463, 0.3824685513973236, 0.39372050762176514], 'val_loss': [1.0920770168304443, 1.0888112783432007, 1.0876696109771729, 1.0850828886032104, 1.0852203369140625], 'val_accuracy': [0.4016804099082947, 0.40683960914611816, 0.40639740228652954, 0.408755898475647, 0.41244104504585266]}
8;slice(63, 52, None);slice(67, 78, None);slice(81, 34, None);slice(49, 97, None);8;16;True;True;True;32;10;['lower_t2m', 'upper_t2m'];0.4143573045730591;1.0817595720291138;0.028376825864017595;-0.0734117361999123;0.08369109779596329;0.8105230331420898;{'loss': [1.0844552516937256, 1.0805548429489136, 1.081005573272705, 1.079725980758667, 1.0786018371582031], 'accuracy': [0.39976415038108826, 0.40002620220184326, 0.39928919076919556, 0.4031708538532257, 0.4087722599506378], 'val_loss': [1.0848934650421143, 1.0843902826309204, 1.08339524269104, 1.0829591751098633, 1.0817594528198242], 'val_accuracy': [0.4114091992378235, 0.4130306541919708, 0.4133254587650299, 0.4143573045730591, 0.4143573045730591]}
9;slice(63, 52, None);slice(67, 78, None);slice(81, 34, None);slice(49, 97, None);8;16;True;True;True;32;5;['lower_t2m', 'upper_t2m'];0.46152710914611816;1.0708110332489014;0.013134521203416048;0.01730926221995941;0.184688001871109;0.562269389629364;{'loss': [1.1088523864746094, 1.0996150970458984, 1.0941617488861084, 1.0908753871917725, 1.0873452425003052], 'accuracy': [0.3333333432674408, 0.35354429483413696, 0.3714786469936371, 0.3829762935638428, 0.3857606053352356], 'val_loss': [1.0952364206314087, 1.0869271755218506, 1.080375075340271, 1.0745255947113037, 1.0708110332489014], 'val_accuracy': [0.3698408007621765, 0.39534199237823486, 0.4286556541919708, 0.4470813572406769, 0.46152710914611816]}
9;slice(63, 52, None);slice(67, 78, None);slice(81, 34, None);slice(49, 97, None);8;16;True;True;True;32;10;['lower_t2m', 'upper_t2m'];0.4914504587650299;1.053581953048706;0.022699262976371128;0.033230862949263265;0.11965321004390717;0.6654395461082458;{'loss': [1.0846344232559204, 1.0805221796035767, 1.0805556774139404, 1.07767653465271, 1.0773996114730835], 'accuracy': [0.39806079864501953, 0.4120315909385681, 0.41552019119262695, 0.4184027910232544, 0.423185259103775], 'val_loss': [1.0661349296569824, 1.0615953207015991, 1.0590568780899048, 1.0566349029541016, 1.053581953048706], 'val_accuracy': [0.47302475571632385, 0.4811320900917053, 0.4862912595272064, 0.48982900381088257, 0.4914504587650299]}
0;slice(63, 52, None);slice(67, 78, None);slice(90, -90, None);slice(0, 360, None);8;16;True;True;True;32;5;['lower_t2m', 'upper_t2m'];0.33579009771347046;1.1072908639907837;0.023036283851456996;-0.09488531604895784;0.08599360287189484;0.8056437969207764;{'loss': [1.0976886749267578, 1.075571894645691, 1.068509578704834, 1.063247799873352, 1.0574301481246948], 'accuracy': [0.3656643033027649, 0.4114091992378235, 0.4282625913619995, 0.4366810917854309, 0.4436091482639313], 'val_loss': [1.1020466089248657, 1.1061338186264038, 1.102637767791748, 1.1018413305282593, 1.1072907447814941], 'val_accuracy': [0.33210495114326477, 0.36512380838394165, 0.35583725571632385, 0.3449292480945587, 0.33579009771347046]}
0;slice(63, 52, None);slice(67, 78, None);slice(90, -90, None);slice(0, 360, None);8;16;True;True;True;32;10;['lower_t2m', 'upper_t2m'];0.3344634473323822;1.1329398155212402;-0.005777703921233326;-0.142762897606712;0.04039527848362923;0.9024515748023987;{'loss': [1.050423502922058, 1.04512619972229, 1.0417336225509644, 1.0405654907226562, 1.0321589708328247], 'accuracy': [0.4588901996612549, 0.4643114507198334, 0.4665716588497162, 0.47094470262527466, 0.47728314995765686], 'val_loss': [1.1163712739944458, 1.1139510869979858, 1.1195229291915894, 1.1272276639938354, 1.1329399347305298], 'val_accuracy': [0.35097289085388184, 0.31898584961891174, 0.33092570304870605, 0.3315153419971466, 0.3344634473323822]}
1;slice(63, 52, None);slice(67, 78, None);slice(90, -90, None);slice(0, 360, None);8;16;True;True;True;32;5;['lower_t2m', 'upper_t2m'];0.4245283007621765;1.078407883644104;0.03441310614801176;-0.02841495075526657;0.12642502784729004;0.667733371257782;{'loss': [1.1028510332107544, 1.0879251956939697, 1.0800291299819946, 1.074049472808838, 1.0699373483657837], 'accuracy': [0.34936779737472534, 0.3945721983909607, 0.4092963933944702, 0.4220879077911377, 0.4191889464855194], 'val_loss': [1.0904929637908936, 1.0874488353729248, 1.0830987691879272, 1.0810306072235107, 1.0784080028533936], 'val_accuracy': [0.38119104504585266, 0.3813384473323822, 0.43440449237823486, 0.42688679695129395, 0.4245283007621765]}
1;slice(63, 52, None);slice(67, 78, None);slice(90, -90, None);slice(0, 360, None);8;16;True;True;True;32;10;['lower_t2m', 'upper_t2m'];0.4199587404727936;1.0815645456314087;0.030563369842488686;-0.04021414648383796;0.06848932057619095;0.7520459294319153;{'loss': [1.0636613368988037, 1.0579932928085327, 1.0540574789047241, 1.0531336069107056, 1.0470921993255615], 'accuracy': [0.43848270177841187, 0.4422333538532257, 0.4374181032180786, 0.4502096474170685, 0.45536884665489197], 'val_loss': [1.0796430110931396, 1.0887928009033203, 1.1010465621948242, 1.0864007472991943, 1.0815646648406982], 'val_accuracy': [0.44030070304870605, 0.3823702931404114, 0.35288915038108826, 0.4174528419971466, 0.4199587404727936]}
2;slice(63, 52, None);slice(67, 78, None);slice(90, -90, None);slice(0, 360, None);8;16;True;True;True;32;5;['lower_t2m', 'upper_t2m'];0.34021225571632385;1.1057343482971191;-0.013846679487684253;-0.01505050905933102;0.1831149458885193;0.5495192408561707;{'loss': [1.098147988319397, 1.0924851894378662, 1.0831221342086792, 1.074441909790039, 1.0674278736114502], 'accuracy': [0.36391180753707886, 0.3779481053352356, 0.41212984919548035, 0.43740174174308777, 0.442806601524353], 'val_loss': [1.1100133657455444, 1.1057456731796265, 1.1009340286254883, 1.1076548099517822, 1.1057342290878296], 'val_accuracy': [0.3285672068595886, 0.35996460914611816, 0.36143869161605835, 0.3418337404727936, 0.34021225571632385]}
2;slice(63, 52, None);slice(67, 78, None);slice(90, -90, None);slice(0, 360, None);8;16;True;True;True;32;10;['lower_t2m', 'upper_t2m'];0.35952240228652954;1.1092885732650757;-0.036154199917912626;-0.02513450083736405;0.11768961697816849;0.7142242193222046;{'loss': [1.0641928911209106, 1.0566198825836182, 1.0508511066436768, 1.0493091344833374, 1.0429691076278687], 'accuracy': [0.44945624470710754, 0.45739975571632385, 0.46329599618911743, 0.4595453441143036, 0.4746953547000885], 'val_loss': [1.1051642894744873, 1.109482765197754, 1.1056276559829712, 1.107393503189087, 1.1092884540557861], 'val_accuracy': [0.34949880838394165, 0.35627949237823486, 0.3727889060974121, 0.36704009771347046, 0.35952240228652954]}
3;slice(63, 52, None);slice(67, 78, None);slice(90, -90, None);slice(0, 360, None);8;16;True;True;True;32;5;['lower_t2m', 'upper_t2m'];0.419369101524353;1.070235013961792;-0.04137907620856848;0.023404390949542157;0.08978693187236786;0.7819077968597412;{'loss': [1.0936882495880127, 1.0781785249710083, 1.0719079971313477, 1.065636157989502, 1.0565197467803955], 'accuracy': [0.37093815207481384, 0.4194018542766571, 0.42919614911079407, 0.4305883049964905, 0.4483916461467743], 'val_loss': [1.096384048461914, 1.0790023803710938, 1.070967197418213, 1.067696452140808, 1.070235013961792], 'val_accuracy': [0.3630601465702057, 0.4069870412349701, 0.41833725571632385, 0.40153300762176514, 0.419369101524353]}
3;slice(63, 52, None);slice(67, 78, None);slice(90, -90, None);slice(0, 360, None);8;16;True;True;True;32;10;['lower_t2m', 'upper_t2m'];0.3923938572406769;1.0745103359222412;-0.0498405699553341;0.0229055162357476;0.06296907365322113;0.8432378768920898;{'loss': [1.0528035163879395, 1.048591136932373, 1.0449517965316772, 1.0442718267440796, 1.0376144647598267], 'accuracy': [0.4529612064361572, 0.44832614064216614, 0.4594634473323822, 0.4561222493648529, 0.46873360872268677], 'val_loss': [1.069811224937439, 1.0732789039611816, 1.0712336301803589, 1.07178795337677, 1.074510097503662], 'val_accuracy': [0.41052475571632385, 0.41022995114326477, 0.40123820304870605, 0.3988797068595886, 0.3923938572406769]}
4;slice(63, 52, None);slice(67, 78, None);slice(90, -90, None);slice(0, 360, None);8;16;True;True;True;32;5;['lower_t2m', 'upper_t2m'];0.4408903419971466;1.0565786361694336;0.02031767918369053;0.029136182870738093;0.14097477495670319;0.6416376829147339;{'loss': [1.102339506149292, 1.090417742729187, 1.0859018564224243, 1.0781986713409424, 1.071460485458374], 'accuracy': [0.35249605774879456, 0.3844667077064514, 0.3937532901763916, 0.40757665038108826, 0.4204009473323822], 'val_loss': [1.0804342031478882, 1.0721821784973145, 1.0687874555587769, 1.0613186359405518, 1.056578516960144], 'val_accuracy': [0.4072818458080292, 0.44059550762176514, 0.447818398475647, 0.44398584961891174, 0.4408903419971466]}
4;slice(63, 52, None);slice(67, 78, None);slice(90, -90, None);slice(0, 360, None);8;16;True;True;True;32;10;['lower_t2m', 'upper_t2m'];0.442806601524353;1.052440881729126;0.03405840181645835;0.021896642766086924;0.07563497126102448;0.7596048712730408;{'loss': [1.0668445825576782, 1.0650355815887451, 1.0606021881103516, 1.0584460496902466, 1.0523717403411865], 'accuracy': [0.4269850552082062, 0.43078485131263733, 0.43730345368385315, 0.43972745537757874, 0.4500458538532257], 'val_loss': [1.0541653633117676, 1.0574547052383423, 1.053556203842163, 1.0525462627410889, 1.0524406433105469], 'val_accuracy': [0.45297759771347046, 0.46712854504585266, 0.4504716992378235, 0.4616745412349701, 0.442806601524353]}
