fold_no;latitudes;longitudes;radius_basis_func;number_basis_func;standardization;rm_annual_cycle;rm_tercile_edges;batch_size;epochs;features;accuracy;loss;RPSS_year1;RPSS_year2;min_percentage;max_percentage;history
0;slice(69, 46, None);slice(61, 85, None);16;16;True;True;True;32;10;['lower_t2m', 'upper_t2m'];0.37879568338394165;1.0385380983352661;-0.010765651446208979;-0.04077713805199742;0.055006057024002075;0.6884823441505432;{'loss': [1.0415184497833252, 1.0299458503723145, 1.0273066759109497, 1.025762677192688, 1.0236551761627197], 'accuracy': [0.3608900010585785, 0.38334888219833374, 0.3840285837650299, 0.3949202299118042, 0.4006895422935486], 'val_loss': [1.0399434566497803, 1.0396085977554321, 1.0392112731933594, 1.038742184638977, 1.0385382175445557], 'val_accuracy': [0.35344192385673523, 0.36025944352149963, 0.3678876757621765, 0.3735259473323822, 0.37879568338394165]}
1;slice(69, 46, None);slice(61, 85, None);16;16;True;True;True;32;5;['lower_t2m', 'upper_t2m'];0.33391067385673523;1.0407156944274902;-0.01486294456191982;-0.0176805226275617;0.1797804832458496;0.5671285390853882;{'loss': [1.1064038276672363, 1.0788322687149048, 1.0659173727035522, 1.0555076599121094, 1.0497432947158813], 'accuracy': [0.3257460296154022, 0.3233588933944702, 0.3170654773712158, 0.32389527559280396, 0.32220831513404846], 'val_loss': [1.0611149072647095, 1.0480661392211914, 1.0432515144348145, 1.0412821769714355, 1.0407158136367798], 'val_accuracy': [0.3730837404727936, 0.3691774904727936, 0.36051738262176514, 0.34994104504585266, 0.33391067385673523]}
1;slice(69, 46, None);slice(61, 85, None);16;16;True;True;True;32;10;['lower_t2m', 'upper_t2m'];0.3513045310974121;1.036017894744873;-0.002069468920037573;-0.015608262312120754;0.20597843825817108;0.5399374961853027;{'loss': [1.0401750802993774, 1.0425844192504883, 1.0415178537368774, 1.0401004552841187, 1.0389539003372192], 'accuracy': [0.34263625741004944, 0.3408059775829315, 0.3357204794883728, 0.33691611886024475, 0.3392705023288727], 'val_loss': [1.0402259826660156, 1.0400094985961914, 1.0389529466629028, 1.0376547574996948, 1.036017894744873], 'val_accuracy': [0.3307783007621765, 0.3359375, 0.3401017189025879, 0.3459610939025879, 0.3513045310974121]}
2;slice(69, 46, None);slice(61, 85, None);16;16;True;True;True;32;5;['lower_t2m', 'upper_t2m'];0.3659714162349701;1.032949447631836;-0.020497564150069696;-0.006529853713106878;0.14998272061347961;0.58363276720047;{'loss': [1.043009638786316, 1.0447759628295898, 1.0407264232635498, 1.0381715297698975, 1.040725588798523], 'accuracy': [0.36092275381088257, 0.3493555188179016, 0.3589819073677063, 0.3645423948764801, 0.3567708432674408], 'val_loss': [1.0352073907852173, 1.034165859222412, 1.0337870121002197, 1.0334279537200928, 1.0329493284225464], 'val_accuracy': [0.3557267189025879, 0.35970667004585266, 0.35823261737823486, 0.36195459961891174, 0.3659714162349701]}
2;slice(69, 46, None);slice(61, 85, None);16;16;True;True;True;32;10;['lower_t2m', 'upper_t2m'];0.3828125;1.031083106994629;-0.01973436858289883;-0.005806918236950816;0.13524354994297028;0.5998759269714355;{'loss': [1.036953091621399, 1.0372759103775024, 1.0322526693344116, 1.0322442054748535, 1.0325548648834229], 'accuracy': [0.3685673773288727, 0.36924707889556885, 0.37805455923080444, 0.37615469098091125, 0.3804621994495392], 'val_loss': [1.0327589511871338, 1.032579779624939, 1.0322214365005493, 1.0314689874649048, 1.0310829877853394], 'val_accuracy': [0.37068837881088257, 0.3715728223323822, 0.37533167004585266, 0.3813015818595886, 0.3828125]}
3;slice(69, 46, None);slice(61, 85, None);16;16;True;True;True;32;5;['lower_t2m', 'upper_t2m'];0.39781102538108826;1.0198230743408203;0.004395630804235658;0.017364739151309337;0.1879047155380249;0.5140624642372131;{'loss': [1.0458704233169556, 1.0399147272109985, 1.038926124572754, 1.0333423614501953, 1.0310745239257812], 'accuracy': [0.32336705923080444, 0.33513906598091125, 0.3421449065208435, 0.35219305753707886, 0.36251965165138245], 'val_loss': [1.0391029119491577, 1.0331352949142456, 1.0284159183502197, 1.0238173007965088, 1.0198230743408203], 'val_accuracy': [0.33873820304870605, 0.35362619161605835, 0.3698408007621765, 0.3859448730945587, 0.39781102538108826]}
3;slice(69, 46, None);slice(61, 85, None);16;16;True;True;True;32;10;['lower_t2m', 'upper_t2m'];0.4047759473323822;1.0077002048492432;0.0009721821760438499;0.023794052175923237;0.1309981346130371;0.65594482421875;{'loss': [1.0283138751983643, 1.0248980522155762, 1.0247093439102173, 1.0215197801589966, 1.0228997468948364], 'accuracy': [0.37805047631263733, 0.39311450719833374, 0.38869643211364746, 0.3923529088497162, 0.39541977643966675], 'val_loss': [1.0167908668518066, 1.0138078927993774, 1.0116961002349854, 1.009350299835205, 1.0077002048492432], 'val_accuracy': [0.4045179784297943, 0.40639740228652954, 0.4053287208080292, 0.4072449803352356, 0.4047759473323822]}
4;slice(69, 46, None);slice(61, 85, None);16;16;True;True;True;32;5;['lower_t2m', 'upper_t2m'];0.3984006345272064;1.0182605981826782;0.006941955795849215;0.019244812476384522;0.09979946166276932;0.600797176361084;{'loss': [1.041402816772461, 1.0382392406463623, 1.034239411354065, 1.030332326889038, 1.030564785003662], 'accuracy': [0.3427591025829315, 0.35071900486946106, 0.356283575296402, 0.3642271161079407, 0.36912834644317627], 'val_loss': [1.0308903455734253, 1.027194857597351, 1.0236804485321045, 1.0206186771392822, 1.0182607173919678], 'val_accuracy': [0.3466612696647644, 0.36707693338394165, 0.38436025381088257, 0.3943101465702057, 0.3984006345272064]}
4;slice(69, 46, None);slice(61, 85, None);16;16;True;True;True;32;10;['lower_t2m', 'upper_t2m'];0.4152785837650299;1.0108106136322021;0.013024035025611835;0.01603532302863251;0.08748215436935425;0.6304605007171631;{'loss': [1.0287346839904785, 1.0258811712265015, 1.0244181156158447, 1.0229647159576416, 1.021079182624817], 'accuracy': [0.3748730719089508, 0.3813425302505493, 0.3881109058856964, 0.39143162965774536, 0.391763299703598], 'val_loss': [1.0165718793869019, 1.0148930549621582, 1.0135433673858643, 1.0120893716812134, 1.0108106136322021], 'val_accuracy': [0.40120136737823486, 0.40566039085388184, 0.4098982810974121, 0.41218307614326477, 0.4152785837650299]}
5;slice(69, 46, None);slice(61, 85, None);16;16;True;True;True;32;5;['lower_t2m', 'upper_t2m'];0.399837851524353;1.0185073614120483;0.014608377891684343;0.007129443238505918;0.08803725987672806;0.8066427707672119;{'loss': [1.0539015531539917, 1.0470731258392334, 1.0396976470947266, 1.0361708402633667, 1.0315654277801514], 'accuracy': [0.324480801820755, 0.3377964496612549, 0.34924906492233276, 0.3553049564361572, 0.3662375509738922], 'val_loss': [1.044136881828308, 1.0352261066436768, 1.0283589363098145, 1.0229073762893677, 1.0185073614120483], 'val_accuracy': [0.3281618654727936, 0.34367629885673523, 0.3644604980945587, 0.38318100571632385, 0.399837851524353]}
5;slice(69, 46, None);slice(61, 85, None);16;16;True;True;True;32;10;['lower_t2m', 'upper_t2m'];0.4460126757621765;1.0068472623825073;0.03009197098611511;0.00440444892326898;0.07270935922861099;0.8338793516159058;{'loss': [1.027904748916626, 1.0235637426376343, 1.021323323249817, 1.0216025114059448, 1.0188919305801392], 'accuracy': [0.3845568001270294, 0.3980526030063629, 0.39636972546577454, 0.40344518423080444, 0.41018080711364746], 'val_loss': [1.015038013458252, 1.012676477432251, 1.0101796388626099, 1.008252501487732, 1.0068472623825073], 'val_accuracy': [0.41244104504585266, 0.4202166795730591, 0.43171432614326477, 0.4399690330028534, 0.4460126757621765]}
6;slice(69, 46, None);slice(61, 85, None);16;16;True;True;True;32;5;['lower_t2m', 'upper_t2m'];0.3935731053352356;1.0241930484771729;-0.02223283585514762;-0.023543734996813226;0.11976845562458038;0.7359459400177002;{'loss': [1.0516782999038696, 1.0448282957077026, 1.034108281135559, 1.029707670211792, 1.0310746431350708], 'accuracy': [0.35340097546577454, 0.361590176820755, 0.379692405462265, 0.3875499665737152, 0.3871445953845978], 'val_loss': [1.0381211042404175, 1.0320183038711548, 1.0287121534347534, 1.0260646343231201, 1.0241930484771729], 'val_accuracy': [0.35587412118911743, 0.36829304695129395, 0.38100677728652954, 0.39055129885673523, 0.3935731053352356]}
6;slice(69, 46, None);slice(61, 85, None);16;16;True;True;True;32;10;['lower_t2m', 'upper_t2m'];0.4014224708080292;1.02016019821167;-0.027110086434027576;-0.021297601850881143;0.10021898150444031;0.7660030126571655;{'loss': [1.0312529802322388, 1.0270556211471558, 1.0251864194869995, 1.0209749937057495, 1.0203955173492432], 'accuracy': [0.39459267258644104, 0.3933192491531372, 0.4038710296154022, 0.4086780846118927, 0.4122444987297058], 'val_loss': [1.0223151445388794, 1.0217405557632446, 1.0210648775100708, 1.0200586318969727, 1.020160436630249], 'val_accuracy': [0.39784789085388184, 0.3984006345272064, 0.3988797068595886, 0.40234375, 0.4014224708080292]}
7;slice(69, 46, None);slice(61, 85, None);16;16;True;True;True;32;5;['lower_t2m', 'upper_t2m'];0.3371535837650299;1.0383409261703491;-0.026760970832404512;-0.0134902104352449;0.18049167096614838;0.5425657033920288;{'loss': [1.040355920791626, 1.0387635231018066, 1.0301355123519897, 1.0279077291488647, 1.0267874002456665], 'accuracy': [0.3587116599082947, 0.35926035046577454, 0.37515151500701904, 0.38079386949539185, 0.3819444477558136], 'val_loss': [1.0415873527526855, 1.0401228666305542, 1.0392754077911377, 1.0387322902679443, 1.0383409261703491], 'val_accuracy': [0.3162219822406769, 0.32455042004585266, 0.33122050762176514, 0.3345002830028534, 0.3371535837650299]}
7;slice(69, 46, None);slice(61, 85, None);16;16;True;True;True;32;10;['lower_t2m', 'upper_t2m'];0.35042011737823486;1.0372179746627808;-0.02522670253759347;-0.016541306853691408;0.1475466936826706;0.6058679819107056;{'loss': [1.0271598100662231, 1.0262516736984253, 1.0255930423736572, 1.0215004682540894, 1.0238860845565796], 'accuracy': [0.3884180188179016, 0.39114910364151, 0.38865140080451965, 0.396132230758667, 0.3997272849082947], 'val_loss': [1.03797447681427, 1.0378708839416504, 1.0376032590866089, 1.0375452041625977, 1.0372178554534912], 'val_accuracy': [0.34216538071632385, 0.3449660837650299, 0.3476931154727936, 0.34806162118911743, 0.35042011737823486]}
8;slice(69, 46, None);slice(61, 85, None);16;16;True;True;True;32;5;['lower_t2m', 'upper_t2m'];0.41104069352149963;1.0288063287734985;0.002775387889797347;-0.012550681190788709;0.136879563331604;0.6740480065345764;{'loss': [1.0706504583358765, 1.053847074508667, 1.046892523765564, 1.0389033555984497, 1.0359481573104858], 'accuracy': [0.3866245746612549, 0.3799380958080292, 0.38344717025756836, 0.39191070199012756, 0.3830417990684509], 'val_loss': [1.0690017938613892, 1.0522938966751099, 1.0418727397918701, 1.033799171447754, 1.0288063287734985], 'val_accuracy': [0.37614238262176514, 0.38343897461891174, 0.39537882804870605, 0.4067659080028534, 0.41104069352149963]}
8;slice(69, 46, None);slice(61, 85, None);16;16;True;True;True;32;10;['lower_t2m', 'upper_t2m'];0.41494694352149963;1.0213559865951538;0.010087509968297138;-0.005924653203756704;0.13943392038345337;0.6596522331237793;{'loss': [1.0298054218292236, 1.0339529514312744, 1.0272877216339111, 1.0300638675689697, 1.0269832611083984], 'accuracy': [0.3953665494918823, 0.3911572992801666, 0.39859309792518616, 0.39455172419548035, 0.393716424703598], 'val_loss': [1.025499939918518, 1.0240706205368042, 1.022735834121704, 1.022456169128418, 1.0213559865951538], 'val_accuracy': [0.41325175762176514, 0.4135465919971466, 0.4166789650917053, 0.4150574803352356, 0.41494694352149963]}
9;slice(69, 46, None);slice(61, 85, None);16;16;True;True;True;32;5;['lower_t2m', 'upper_t2m'];0.44343307614326477;1.009163737297058;0.004728987990859589;0.012426314146925362;0.13924480974674225;0.5706486105918884;{'loss': [1.0684767961502075, 1.0533249378204346, 1.041722297668457, 1.0413928031921387, 1.0376681089401245], 'accuracy': [0.3349015712738037, 0.3533395528793335, 0.3648904263973236, 0.3629413843154907, 0.3704386055469513], 'val_loss': [1.0401266813278198, 1.0276061296463013, 1.019850492477417, 1.0129767656326294, 1.009163737297058], 'val_accuracy': [0.38004863262176514, 0.4043337404727936, 0.42415979504585266, 0.4365418553352356, 0.44343307614326477]}
9;slice(69, 46, None);slice(61, 85, None);16;16;True;True;True;32;10;['lower_t2m', 'upper_t2m'];0.4600162208080292;0.999406635761261;0.009225208985872365;0.020396932501696587;0.14205151796340942;0.597840428352356;{'loss': [1.036211609840393, 1.0333666801452637, 1.0324429273605347, 1.0281782150268555, 1.0229549407958984], 'accuracy': [0.3716997504234314, 0.376338928937912, 0.3915749490261078, 0.39567774534225464, 0.3994816243648529], 'val_loss': [1.00614333152771, 1.003677487373352, 1.0019630193710327, 1.0005427598953247, 0.999406635761261], 'val_accuracy': [0.44914504885673523, 0.45319870114326477, 0.4552992284297943, 0.4577314257621765, 0.4600162208080292]}
0;slice(81, 34, None);slice(49, 97, None);32;16;True;True;True;32;5;['lower_t2m', 'upper_t2m'];0.389712929725647;0.8309561014175415;-0.020259765261894103;-0.04149362548857465;0.16439425945281982;0.6168451905250549;{'loss': [0.8479266166687012, 0.8363807797431946, 0.8310033679008484, 0.8288321495056152, 0.8276655077934265], 'accuracy': [0.3097637891769409, 0.33188897371292114, 0.3521910309791565, 0.3684752583503723, 0.37375012040138245], 'val_loss': [0.8341355323791504, 0.8338924646377563, 0.832611083984375, 0.8322631120681763, 0.8309561014175415], 'val_accuracy': [0.3188660740852356, 0.32235774397850037, 0.3576153516769409, 0.3696565330028534, 0.389712929725647]}
0;slice(81, 34, None);slice(49, 97, None);32;16;True;True;True;32;10;['lower_t2m', 'upper_t2m'];0.4135834276676178;0.8291088342666626;-0.021290024217217138;-0.04302166115551884;0.14362141489982605;0.6501652598381042;{'loss': [0.8268626928329468, 0.825776994228363, 0.8243110775947571, 0.8252963423728943, 0.8218247294425964], 'accuracy': [0.38575446605682373, 0.3983689248561859, 0.3940204381942749, 0.39031586050987244, 0.40018999576568604], 'val_loss': [0.8303221464157104, 0.830133318901062, 0.8300058841705322, 0.8300979733467102, 0.8291088938713074], 'val_accuracy': [0.3987415134906769, 0.40585383772850037, 0.40414947271347046, 0.40171727538108826, 0.4135834276676178]}
1;slice(81, 34, None);slice(49, 97, None);32;16;True;True;True;32;5;['lower_t2m', 'upper_t2m'];0.41000884771347046;0.8221129179000854;0.00872189445727635;-0.0021409769382696557;0.20179392397403717;0.5460062026977539;{'loss': [0.8413748741149902, 0.8378947377204895, 0.8346817493438721, 0.8338369131088257, 0.8310481905937195], 'accuracy': [0.32594871520996094, 0.3289797604084015, 0.3397761881351471, 0.3417201042175293, 0.3693842589855194], 'val_loss': [0.8312469124794006, 0.8281014561653137, 0.8258556127548218, 0.8238978385925293, 0.822113037109375], 'val_accuracy': [0.3030199706554413, 0.32673385739326477, 0.33944758772850037, 0.37342458963394165, 0.41000884771347046]}
1;slice(81, 34, None);slice(49, 97, None);32;16;True;True;True;32;10;['lower_t2m', 'upper_t2m'];0.4809017479419708;0.8169768452644348;0.011794012730956406;0.0003719059303958789;0.17986391484737396;0.6252331137657166;{'loss': [0.8306023478507996, 0.830062985420227, 0.82932448387146, 0.8272283673286438, 0.8264334797859192], 'accuracy': [0.37458643317222595, 0.38036394119262695, 0.39444833993911743, 0.40468791127204895, 0.4151332378387451], 'val_loss': [0.8206326961517334, 0.8192404508590698, 0.8185116052627563, 0.8181964755058289, 0.8169768452644348], 'val_accuracy': [0.43153929710388184, 0.4536316990852356, 0.4622180759906769, 0.46524912118911743, 0.4809017479419708]}
2;slice(81, 34, None);slice(49, 97, None);32;16;True;True;True;32;5;['lower_t2m', 'upper_t2m'];0.4706478416919708;0.8308189511299133;-0.023829515897527822;-0.003560012793015068;0.1765080690383911;0.5771689414978027;{'loss': [0.8479706645011902, 0.8420811295509338, 0.8382925391197205, 0.8341236114501953, 0.8317935466766357], 'accuracy': [0.41927286982536316, 0.42285463213920593, 0.43246057629585266, 0.4414328634738922, 0.4533205032348633], 'val_loss': [0.8349174857139587, 0.8326339721679688, 0.8314090371131897, 0.8311122059822083, 0.8308188915252686], 'val_accuracy': [0.4619048535823822, 0.46544259786605835, 0.4733287990093231, 0.47571492195129395, 0.4706478416919708]}
2;slice(81, 34, None);slice(49, 97, None);32;16;True;True;True;32;10;['lower_t2m', 'upper_t2m'];0.4694685935974121;0.8292107582092285;-0.043405059870275466;-0.012987735095256421;0.13366572558879852;0.6708332896232605;{'loss': [0.8283826112747192, 0.8275591135025024, 0.8283019065856934, 0.8268861770629883, 0.8239336609840393], 'accuracy': [0.4570547938346863, 0.45768842101097107, 0.46194782853126526, 0.46122410893440247, 0.4713326692581177], 'val_loss': [0.8301829695701599, 0.8298694491386414, 0.8294525146484375, 0.8291085362434387, 0.8292106986045837], 'val_accuracy': [0.46793004870414734, 0.4702517092227936, 0.47181788086891174, 0.47132039070129395, 0.4694685935974121]}
3;slice(81, 34, None);slice(49, 97, None);32;16;True;True;True;32;5;['lower_t2m', 'upper_t2m'];0.4236254394054413;0.8179773092269897;-0.0377490781065752;-0.003214975060744154;0.11526939272880554;0.6903975009918213;{'loss': [0.8397389650344849, 0.8352600336074829, 0.8324158787727356, 0.8294752240180969, 0.8279309272766113], 'accuracy': [0.3179038465023041, 0.35151949524879456, 0.3816332519054413, 0.3947308659553528, 0.3975284993648529], 'val_loss': [0.8309839963912964, 0.8261957764625549, 0.8224304914474487, 0.820214033126831, 0.8179773092269897], 'val_accuracy': [0.3464033007621765, 0.3715728223323822, 0.4009341895580292, 0.4128371775150299, 0.4236254394054413]}
3;slice(81, 34, None);slice(49, 97, None);32;16;True;True;True;32;10;['lower_t2m', 'upper_t2m'];0.4267025291919708;0.8138530850410461;-0.0525433326838402;-0.012669571948361658;0.08372411876916885;0.7585375905036926;{'loss': [0.8264439105987549, 0.8255441188812256, 0.8254210352897644, 0.8237383961677551, 0.8199285268783569], 'accuracy': [0.40498578548431396, 0.40589889883995056, 0.4102320075035095, 0.407452791929245, 0.41690516471862793], 'val_loss': [0.8168067336082458, 0.8157821297645569, 0.8153801560401917, 0.8148362040519714, 0.8138531446456909], 'val_accuracy': [0.4251087009906769, 0.42688679695129395, 0.42616820335388184, 0.4283977150917053, 0.4267025291919708]}
4;slice(81, 34, None);slice(49, 97, None);32;16;True;True;True;32;5;['lower_t2m', 'upper_t2m'];0.3884507715702057;0.8162617683410645;-0.013234238502791068;-0.013301010296134938;0.1650111973285675;0.5346214175224304;{'loss': [0.8448005318641663, 0.8348041772842407, 0.8307448029518127, 0.8280008435249329, 0.8274790644645691], 'accuracy': [0.3555987477302551, 0.3498048782348633, 0.3501570224761963, 0.35771259665489197, 0.36424142122268677], 'val_loss': [0.831396222114563, 0.8242279887199402, 0.8204922080039978, 0.8180091977119446, 0.8162617683410645], 'val_accuracy': [0.35244694352149963, 0.37142542004585266, 0.3754329979419708, 0.37930241227149963, 0.3884507715702057]}
4;slice(81, 34, None);slice(49, 97, None);32;16;True;True;True;32;10;['lower_t2m', 'upper_t2m'];0.40833210945129395;0.8116190433502197;-0.02883229661943394;-0.024755074658760125;0.12407899647951126;0.6246565580368042;{'loss': [0.8237820863723755, 0.8254001140594482, 0.8217270374298096, 0.8209993243217468, 0.8192757964134216], 'accuracy': [0.3720611035823822, 0.3793638348579407, 0.39120030403137207, 0.3961598873138428, 0.3993004262447357], 'val_loss': [0.8148155808448792, 0.813660740852356, 0.8127759695053101, 0.8120304346084595, 0.8116190433502197], 'val_accuracy': [0.39370208978652954, 0.4005656838417053, 0.4086453318595886, 0.4098706543445587, 0.40833210945129395]}
5;slice(81, 34, None);slice(49, 97, None);32;16;True;True;True;32;5;['lower_t2m', 'upper_t2m'];0.378482460975647;0.8280337452888489;-0.0057101515313970974;-0.015671255583744683;0.2095642238855362;0.4935881197452545;{'loss': [0.8421902060508728, 0.8361092805862427, 0.8332500457763672, 0.8318275809288025, 0.8305150270462036], 'accuracy': [0.3909638226032257, 0.36270084977149963, 0.3664494454860687, 0.370932012796402, 0.37425580620765686], 'val_loss': [0.8320893049240112, 0.8308525085449219, 0.830331563949585, 0.828655481338501, 0.8280336856842041], 'val_accuracy': [0.4004182517528534, 0.38170695304870605, 0.36972102522850037, 0.38606464862823486, 0.378482460975647]}
5;slice(81, 34, None);slice(49, 97, None);32;16;True;True;True;32;10;['lower_t2m', 'upper_t2m'];0.42057597637176514;0.8208891153335571;-0.01411838345396871;-0.02221895574951418;0.09922626614570618;0.6639903783798218;{'loss': [0.8299007415771484, 0.827435314655304, 0.8271242380142212, 0.8257482051849365, 0.8259953856468201], 'accuracy': [0.3741401433944702, 0.39281561970710754, 0.3958016037940979, 0.40569007396698, 0.4028719663619995], 'val_loss': [0.8265401721000671, 0.8243072628974915, 0.823043167591095, 0.8218070268630981, 0.8208891153335571], 'val_accuracy': [0.39152786135673523, 0.4133162498474121, 0.41537073254585266, 0.4220500588417053, 0.42057597637176514]}
6;slice(81, 34, None);slice(49, 97, None);32;16;True;True;True;32;5;['lower_t2m', 'upper_t2m'];0.3116984963417053;0.8309518098831177;-0.01354379091402663;-0.030203439694405337;0.21020209789276123;0.4561992287635803;{'loss': [0.8424592018127441, 0.8381556868553162, 0.8358839750289917, 0.8352619409561157, 0.8336549401283264], 'accuracy': [0.3165495693683624, 0.3071606457233429, 0.30918028950691223, 0.3159906566143036, 0.3238123655319214], 'val_loss': [0.8351178169250488, 0.8339163064956665, 0.8327861428260803, 0.8317031860351562, 0.8309518098831177], 'val_accuracy': [0.26579082012176514, 0.2772884666919708, 0.28628942370414734, 0.3001087009906769, 0.3116984963417053]}
6;slice(81, 34, None);slice(49, 97, None);32;16;True;True;True;32;10;['lower_t2m', 'upper_t2m'];0.3725033104419708;0.8273047804832458;-0.005947599651112759;-0.043905062290546526;0.1833743304014206;0.5926499366760254;{'loss': [0.8321720361709595, 0.8315295577049255, 0.8306968808174133, 0.8280864357948303, 0.8281567096710205], 'accuracy': [0.35140177607536316, 0.3542516231536865, 0.369754821062088, 0.37207236886024475, 0.37682926654815674], 'val_loss': [0.8302900791168213, 0.8292361497879028, 0.8286707401275635, 0.8275480270385742, 0.8273048996925354], 'val_accuracy': [0.33349609375, 0.3447265625, 0.3644881248474121, 0.36245208978652954, 0.3725033104419708]}
7;slice(81, 34, None);slice(49, 97, None);32;16;True;True;True;32;5;['lower_t2m', 'upper_t2m'];0.40976929664611816;0.8275954127311707;-0.013139409160849583;-0.009845303032383674;0.1572357714176178;0.5716063380241394;{'loss': [0.8470209836959839, 0.8375662565231323, 0.830932080745697, 0.8289836049079895, 0.8256809711456299], 'accuracy': [0.3388006389141083, 0.366336852312088, 0.39149612188339233, 0.3934471905231476, 0.4100620746612549], 'val_loss': [0.8351761698722839, 0.8304384350776672, 0.8292231559753418, 0.8282036185264587, 0.8275953531265259], 'val_accuracy': [0.36848652362823486, 0.3931216895580292, 0.3984006345272064, 0.406314492225647, 0.40976929664611816]}
7;slice(81, 34, None);slice(49, 97, None);32;16;True;True;True;32;10;['lower_t2m', 'upper_t2m'];0.40930867195129395;0.8250646591186523;-0.017785486313397963;-0.00904625312137175;0.13062384724617004;0.6306659579277039;{'loss': [0.8279014229774475, 0.8251761794090271, 0.8244035243988037, 0.8248120546340942, 0.8212738633155823], 'accuracy': [0.40565627813339233, 0.40662670135498047, 0.4085962176322937, 0.4057525098323822, 0.42051559686660767], 'val_loss': [0.827105700969696, 0.8267512321472168, 0.8263775706291199, 0.8256753087043762, 0.8250647783279419], 'val_accuracy': [0.407779335975647, 0.4064434766769409, 0.40145930647850037, 0.4072081446647644, 0.40930867195129395]}
8;slice(81, 34, None);slice(49, 97, None);32;16;True;True;True;32;5;['lower_t2m', 'upper_t2m'];0.41661447286605835;0.8298880457878113;-0.009580150248943937;-0.025205870852095618;0.17219838500022888;0.5274845361709595;{'loss': [0.8448982238769531, 0.8344670534133911, 0.831794798374176, 0.8270393013954163, 0.8263635635375977], 'accuracy': [0.37079688906669617, 0.399080365896225, 0.42282289266586304, 0.4345037639141083, 0.4367445409297943], 'val_loss': [0.8393314480781555, 0.8332214951515198, 0.8312647342681885, 0.8301955461502075, 0.829888105392456], 'val_accuracy': [0.3598079979419708, 0.41051554679870605, 0.4150390625, 0.4133715331554413, 0.41661447286605835]}
8;slice(81, 34, None);slice(49, 97, None);32;16;True;True;True;32;10;['lower_t2m', 'upper_t2m'];0.4010723829269409;0.8265047669410706;-0.010095628654734786;-0.027286651267905113;0.13774888217449188;0.5897536277770996;{'loss': [0.8259567022323608, 0.8244017362594604, 0.8235970735549927, 0.8218916058540344, 0.8218002319335938], 'accuracy': [0.44396331906318665, 0.43482109904289246, 0.4393712282180786, 0.44735366106033325, 0.44332560896873474], 'val_loss': [0.8289729952812195, 0.8281911611557007, 0.8276883959770203, 0.8273718357086182, 0.8265047669410706], 'val_accuracy': [0.4120817482471466, 0.4070422947406769, 0.40638819336891174, 0.40613943338394165, 0.4010723829269409]}
9;slice(81, 34, None);slice(49, 97, None);32;16;True;True;True;32;5;['lower_t2m', 'upper_t2m'];0.3828401267528534;0.8252530097961426;-0.008835422219427923;0.004680402972820132;0.178995743393898;0.5962657928466797;{'loss': [0.8602373600006104, 0.8428370356559753, 0.83733069896698, 0.8374000191688538, 0.836246132850647], 'accuracy': [0.3727571964263916, 0.3234366774559021, 0.34388306736946106, 0.3570472300052643, 0.36902597546577454], 'val_loss': [0.8343178629875183, 0.8313155770301819, 0.8280916810035706, 0.8262710571289062, 0.8252530097961426], 'val_accuracy': [0.3103073537349701, 0.31528228521347046, 0.3586287498474121, 0.37492629885673523, 0.3828401267528534]}
9;slice(81, 34, None);slice(49, 97, None);32;16;True;True;True;32;10;['lower_t2m', 'upper_t2m'];0.4604768455028534;0.8216622471809387;-0.018654636142847944;0.00748706967984223;0.16452248394489288;0.5994601249694824;{'loss': [0.833637535572052, 0.8312536478042603, 0.8302119970321655, 0.8284124732017517, 0.8279366493225098], 'accuracy': [0.37772494554519653, 0.39139068126678467, 0.4092922806739807, 0.40456199645996094, 0.416830450296402], 'val_loss': [0.824400782585144, 0.823529064655304, 0.8226062059402466, 0.8221555948257446, 0.8216622471809387], 'val_accuracy': [0.40270304679870605, 0.4274487793445587, 0.4333357810974121, 0.44147995114326477, 0.4604768455028534]}
