fold_no;output_lats;output_lons;input_lats;input_lons;radius_basis_func;label_smoothing;number_basis_func;standardization;rm_annual_cycle;rm_tercile_edges;batch_size;epochs;features;accuracy;loss;RPSS_year1;RPSS_year2;min_percentage;max_percentage;history
0;slice(63, 52, None);slice(67, 78, None);slice(81, 34, None);slice(49, 97, None);8;0.2;16;True;True;True;32;5;['lower_t2m', 'upper_t2m'];0.37632665038108826;1.0977139472961426;0.018559792278999405;-0.044922601245893236;0.1508985161781311;0.6819016337394714;{'loss': [1.10311758518219, 1.0944523811340332, 1.091294765472412, 1.0868736505508423, 1.0832419395446777], 'accuracy': [0.35020309686660767, 0.38228839635849, 0.3971436023712158, 0.40605345368385315, 0.42223531007766724], 'val_loss': [1.1004050970077515, 1.09787118434906, 1.0973098278045654, 1.097272515296936, 1.0977137088775635], 'val_accuracy': [0.35627949237823486, 0.36364975571632385, 0.37116745114326477, 0.3742629587650299, 0.37632665038108826]}
0;slice(63, 52, None);slice(67, 78, None);slice(81, 34, None);slice(49, 97, None);8;0.2;16;True;True;True;32;10;['lower_t2m', 'upper_t2m'];0.38561320304870605;1.0984153747558594;0.0253353503367126;-0.06109892177470187;0.11876773834228516;0.738426148891449;{'loss': [1.0822926759719849, 1.0832841396331787, 1.0814086198806763, 1.0815925598144531, 1.0799591541290283], 'accuracy': [0.4204828441143036, 0.4234800934791565, 0.4182717502117157, 0.4210560917854309, 0.42875394225120544], 'val_loss': [1.097883939743042, 1.0980720520019531, 1.0982484817504883, 1.098376989364624, 1.0984152555465698], 'val_accuracy': [0.3791273534297943, 0.3808962404727936, 0.38517099618911743, 0.3860554099082947, 0.38561320304870605]}
0;slice(63, 52, None);slice(67, 78, None);slice(81, 34, None);slice(49, 97, None);8;0.2;16;True;True;True;32;15;['lower_t2m', 'upper_t2m'];0.39268869161605835;1.0998574495315552;0.02681720029812472;-0.072798633486891;0.10812890529632568;0.7585274577140808;{'loss': [1.0782926082611084, 1.080034852027893, 1.075400710105896, 1.0752558708190918, 1.0724878311157227], 'accuracy': [0.4304245412349701, 0.43045729398727417, 0.4386792480945587, 0.4391542077064514, 0.4467046558856964], 'val_loss': [1.0987493991851807, 1.0999422073364258, 1.0989267826080322, 1.0990337133407593, 1.0998574495315552], 'val_accuracy': [0.3872346580028534, 0.38900354504585266, 0.38974055647850037, 0.3910672068595886, 0.39268869161605835]}
0;slice(63, 52, None);slice(67, 78, None);slice(81, 34, None);slice(49, 97, None);8;0.2;16;True;True;True;32;20;['lower_t2m', 'upper_t2m'];0.3951945900917053;1.0989655256271362;0.027809880033672862;-0.07174533575994982;0.11463120579719543;0.7406738996505737;{'loss': [1.0755947828292847, 1.0740361213684082, 1.0742831230163574, 1.0734949111938477, 1.0751045942306519], 'accuracy': [0.4395309090614319, 0.4377129077911377, 0.4412834048271179, 0.44308504462242126, 0.43712329864501953], 'val_loss': [1.099239706993103, 1.0985710620880127, 1.0990667343139648, 1.0990039110183716, 1.0989654064178467], 'val_accuracy': [0.39268869161605835, 0.393130898475647, 0.39268869161605835, 0.3932783007621765, 0.3951945900917053]}
1;slice(63, 52, None);slice(67, 78, None);slice(81, 34, None);slice(49, 97, None);8;0.2;16;True;True;True;32;5;['lower_t2m', 'upper_t2m'];0.40079599618911743;1.0903578996658325;0.019338277773655165;-0.011955844563062616;0.17432209849357605;0.5982671976089478;{'loss': [1.1125726699829102, 1.1028120517730713, 1.0973351001739502, 1.0946537256240845, 1.0872799158096313], 'accuracy': [0.32406315207481384, 0.3538554906845093, 0.37285444140434265, 0.39124739170074463, 0.3977004587650299], 'val_loss': [1.0924216508865356, 1.0906951427459717, 1.0897895097732544, 1.0897096395492554, 1.090358018875122], 'val_accuracy': [0.3767688572406769, 0.3823702931404114, 0.388119101524353, 0.39681604504585266, 0.40079599618911743]}
1;slice(63, 52, None);slice(67, 78, None);slice(81, 34, None);slice(49, 97, None);8;0.2;16;True;True;True;32;10;['lower_t2m', 'upper_t2m'];0.3965212404727936;1.0920411348342896;0.018397053166952507;-0.014827840208145378;0.14136667549610138;0.6865779757499695;{'loss': [1.0875821113586426, 1.0872777700424194, 1.0832971334457397, 1.0824917554855347, 1.0801770687103271], 'accuracy': [0.4047268033027649, 0.4073309600353241, 0.4236602485179901, 0.42162930965423584, 0.4307193458080292], 'val_loss': [1.0903716087341309, 1.090811014175415, 1.091179609298706, 1.091694951057434, 1.0920411348342896], 'val_accuracy': [0.4059551954269409, 0.40389150381088257, 0.40050119161605835, 0.3991745412349701, 0.3965212404727936]}
1;slice(63, 52, None);slice(67, 78, None);slice(81, 34, None);slice(49, 97, None);8;0.2;16;True;True;True;32;15;['lower_t2m', 'upper_t2m'];0.3938679099082947;1.096196174621582;0.008213619287424492;-0.016392125697585164;0.11749004572629929;0.7015312910079956;{'loss': [1.078293800354004, 1.0767948627471924, 1.0747263431549072, 1.0774568319320679, 1.0749481916427612], 'accuracy': [0.43153825402259827, 0.43543630838394165, 0.4427410960197449, 0.43117794394493103, 0.4390068054199219], 'val_loss': [1.0927653312683105, 1.0936193466186523, 1.0941381454467773, 1.0951123237609863, 1.096196174621582], 'val_accuracy': [0.39784789085388184, 0.3951945900917053, 0.39681604504585266, 0.39534199237823486, 0.3938679099082947]}
1;slice(63, 52, None);slice(67, 78, None);slice(81, 34, None);slice(49, 97, None);8;0.2;16;True;True;True;32;20;['lower_t2m', 'upper_t2m'];0.39268869161605835;1.0984615087509155;0.0008394478498001939;-0.01958724446319491;0.11044902354478836;0.7028089165687561;{'loss': [1.0755144357681274, 1.0747625827789307, 1.073777437210083, 1.0712770223617554, 1.074505090713501], 'accuracy': [0.4343389570713043, 0.43756550550460815, 0.4421350955963135, 0.4478347599506378, 0.43948179483413696], 'val_loss': [1.0964488983154297, 1.096809983253479, 1.097365379333496, 1.0985535383224487, 1.0984615087509155], 'val_accuracy': [0.39460495114326477, 0.39445754885673523, 0.39298349618911743, 0.39077240228652954, 0.39268869161605835]}
0;slice(63, 52, None);slice(67, 78, None);slice(81, 34, None);slice(49, 97, None);8;0.4;16;True;True;True;32;5;['lower_t2m', 'upper_t2m'];0.37735849618911743;1.1005276441574097;0.00652418499647768;-0.03953824550842484;0.1839880645275116;0.5410683751106262;{'loss': [1.1028451919555664, 1.0977683067321777, 1.0972481966018677, 1.094579815864563, 1.0918703079223633], 'accuracy': [0.34884369373321533, 0.37888169288635254, 0.3877260088920593, 0.40128734707832336, 0.4158968925476074], 'val_loss': [1.1020716428756714, 1.1014978885650635, 1.101001501083374, 1.1001554727554321, 1.1005276441574097], 'val_accuracy': [0.3440448045730591, 0.36409199237823486, 0.3660082519054413, 0.3693985939025879, 0.37735849618911743]}
0;slice(63, 52, None);slice(67, 78, None);slice(81, 34, None);slice(49, 97, None);8;0.4;16;True;True;True;32;10;['lower_t2m', 'upper_t2m'];0.38826650381088257;1.100990653038025;0.016928698503543248;-0.046969907029981495;0.14661844074726105;0.5587140917778015;{'loss': [1.0915334224700928, 1.0906070470809937, 1.0886820554733276, 1.088533639907837, 1.0885045528411865], 'accuracy': [0.4137185513973236, 0.42483949661254883, 0.43166929483413696, 0.4325045943260193, 0.4304245412349701], 'val_loss': [1.1008857488632202, 1.100751519203186, 1.1010172367095947, 1.1014044284820557, 1.1009907722473145], 'val_accuracy': [0.3806014060974121, 0.38222289085388184, 0.3847287595272064, 0.38487619161605835, 0.38826650381088257]}
